run,column,right_step,MG,MG_2E,ident_ratio,PRdelay,roughness,acorr,oscillations,degenerate
g_p3_p97,weight_norm,73320,16.07613698230414,26.039919500389697,1.619787112354991,1.0000004426202203,0.00030684994775475097,711.0,2.0,False
g_p3_p97,weight_norm,83320,16.22582043861631,26.904048503021134,1.658100963510689,1.0000002269428505,0.0002632588136471797,715.0,2.0,False
g_p3_p97,weight_norm,93320,16.089956500626673,27.192657384498997,1.6900392106989162,1.0000001258397009,0.0002327048212407768,717.0,2.0,False
g_p3x_p97,train_loss,33320,12.349480266844848,17.951973614632383,1.4536622778230415,1.0008366160020192,0.000955619216379887,651.0,2.0,False
g_p3x_p97,train_loss,43320,13.681144115682596,18.690210143517675,1.3661291764402381,1.0002431619758667,0.002220175513755316,450.0,2.0,False
g_p3x_p97,train_loss,53320,15.205975443463684,19.77687590108989,1.3005989635206874,1.0000209020161597,0.0008558819537962301,641.0,2.0,False
g_p3x_p97,train_loss,63320,15.454758533375147,22.291956163488543,1.4424008058973037,1.0000039850333866,0.00053969659168756,685.0,2.0,False
g_p3x_p97,train_loss,73320,15.750294010488734,24.57383957675933,1.560214657605417,1.0000015818192796,0.00040311824322608575,700.0,2.0,False
g_p3x_p97,train_loss,83320,15.919410325763117,26.23788173702674,1.6481691972324355,1.0000010702321567,0.0003131013557999914,709.0,2.0,False
g_p3x_p97,train_loss,93320,16.127796796338338,27.111083911212035,1.6810159660101465,1.00000031040156,0.00024923793278634575,716.0,2.0,False
g_p3x_p97,weight_norm,33320,12.986075397367372,18.37502039125535,1.414978723670468,1.0006842177209707,0.0009541552578659619,614.0,2.0,False
g_p3x_p97,weight_norm,43320,14.012105892106035,19.82070701423575,1.414541623283199,1.000461651003631,0.0021787872009982278,486.0,2.0,False
g_p3x_p97,weight_norm,53320,15.49964220129473,21.885308236881322,1.4119879641514033,1.000013547206981,0.0006167097742885996,675.0,2.0,False
g_p3x_p97,weight_norm,63320,15.932561229802927,24.99555607551237,1.5688347727016105,1.0000026832669144,0.0003794520055092669,702.0,2.0,False
g_p3x_p97,weight_norm,73320,16.039666662075103,26.514007607733678,1.6530273456632718,1.0000007180565718,0.0002772807888014547,713.0,2.0,False
g_p3x_p97,weight_norm,83320,15.983209477162111,27.153904869492344,1.6989018950350163,1.000000334226144,0.00022251170534455696,717.0,2.0,False
g_p3x_p97,weight_norm,93320,15.707301074212364,27.647638459445233,1.7601775332896656,1.000000105851378,0.00018798129851030866,720.0,2.0,False
