run,column,smooth,seed,observed,surr_median,surr_max,p,n,generalises
mod_wd0,weight_norm,201,2,0.9998327184567153,2.4015789910837646,4.642767495950947,0.925,39,False
mod_wd0,weight_norm,201,3,0.9998327184567153,2.439327060042854,4.677325418176505,0.975,39,False
mod_wd0,weight_norm,201,4,0.9998327184567153,2.7194371412336786,4.752485371998581,0.975,39,False
mod_wd0,weight_norm,401,0,0.9998327184567153,2.8485557147170386,5.459391469576459,1.0,39,False
mod_wd0,weight_norm,401,1,0.9998327184567153,2.510067424121924,4.95368807595565,1.0,39,False
mod_wd0,weight_norm,401,2,0.9998327184567153,2.714080570510538,5.274064377813859,1.0,39,False
mod_wd0,weight_norm,401,3,0.9998327184567153,2.3741096692895316,5.499097655956225,0.975,39,False
mod_wd0,weight_norm,401,4,0.9998327184567153,2.94915218685897,5.719280003798944,1.0,39,False
mod_wd1,weight_norm,101,0,2.3592533361077885,1.3489290748794063,1.8968806911203024,0.025,39,True
mod_wd1,weight_norm,101,1,2.3592533361077885,1.4020594065717806,1.8824938262394035,0.025,39,True
mod_wd1,weight_norm,101,2,2.3592533361077885,1.3355198643602488,1.7938388951621893,0.025,39,True
mod_wd1,weight_norm,101,3,2.3592533361077885,1.35964857596451,1.5931945752374639,0.025,39,True
mod_wd1,weight_norm,101,4,2.3592533361077885,1.3581513961650977,1.7388540020604686,0.025,39,True
mod_wd1,weight_norm,201,0,2.3592533361077885,1.3730583402396581,2.104656522872948,0.025,39,True
mod_wd1,weight_norm,201,1,2.3592533361077885,1.3638385931409638,2.0443809778043556,0.025,39,True
mod_wd1,weight_norm,201,2,2.3592533361077885,1.395938588565372,1.8280481603680054,0.025,39,True
mod_wd1,weight_norm,201,3,2.3592533361077885,1.3151991544286303,1.775359646746878,0.025,39,True
mod_wd1,weight_norm,201,4,2.3592533361077885,1.3954857151350704,1.9612186291533753,0.025,39,True
mod_wd1,weight_norm,401,0,2.3592533361077885,1.366620035263876,1.800489246827815,0.025,39,True
mod_wd1,weight_norm,401,1,2.3592533361077885,1.4331679783997056,1.8969023935722062,0.025,39,True
mod_wd1,weight_norm,401,2,2.3592533361077885,1.3857780409932943,2.0477504162660747,0.025,39,True
mod_wd1,weight_norm,401,3,2.3592533361077885,1.4487690733264917,1.9062887382568494,0.025,39,True
mod_wd1,weight_norm,401,4,2.3592533361077885,1.4249909539335979,2.244972633034199,0.025,39,True
mod_wd1_s43,weight_norm,101,0,1.912000903845017,1.4433783081095384,2.249155855845584,0.1,39,True
mod_wd1_s43,weight_norm,101,1,1.912000903845017,1.4507268813180458,2.05398103570829,0.1,39,True
mod_wd1_s43,weight_norm,101,2,1.912000903845017,1.5122197290345296,2.306718585397336,0.1,39,True
mod_wd1_s43,weight_norm,101,3,1.912000903845017,1.4375016562316956,1.9984817119245761,0.05,39,True
mod_wd1_s43,weight_norm,101,4,1.912000903845017,1.4546723890367808,1.9155296259957135,0.05,39,True
mod_wd1_s43,weight_norm,201,0,1.912000903845017,1.5773817664272967,2.0761236086072374,0.125,39,True
mod_wd1_s43,weight_norm,201,1,1.912000903845017,1.4288957882113449,1.8795365566903899,0.025,39,True
mod_wd1_s43,weight_norm,201,2,1.912000903845017,1.4092513674938192,1.7363991493360236,0.025,39,True
mod_wd1_s43,weight_norm,201,3,1.912000903845017,1.4309612944682462,1.9369896481637416,0.05,39,True
mod_wd1_s43,weight_norm,201,4,1.912000903845017,1.4180148584892718,2.047217833198575,0.05,39,True
mod_wd1_s43,weight_norm,401,0,1.912000903845017,1.3849718493035277,1.9894116286187586,0.05,39,True
mod_wd1_s43,weight_norm,401,1,1.912000903845017,1.4287775209355205,1.8137514337321046,0.025,39,True
mod_wd1_s43,weight_norm,401,2,1.912000903845017,1.3548073414714885,1.9589902304294666,0.05,39,True
mod_wd1_s43,weight_norm,401,3,1.912000903845017,1.3594144958078973,1.7945287429808099,0.025,39,True
mod_wd1_s43,weight_norm,401,4,1.912000903845017,1.4134222162742356,2.085042949763417,0.05,39,True
mod_wd1_s44,weight_norm,101,0,2.139349747874732,1.8774338194173192,2.3798130107367728,0.05,39,True
mod_wd1_s44,weight_norm,101,1,2.139349747874732,1.8332806349765742,2.424513533730372,0.05,39,True
mod_wd1_s44,weight_norm,101,2,2.139349747874732,1.8609092035929184,2.2366646210874843,0.05,39,True
