run,column,smooth,seed,kind,i,depth,n_windows,grid_match
mod_wd0,weight_norm,201,2,surrogate,29,0.9762339165724414,195,True
mod_wd0,weight_norm,201,2,surrogate,30,2.7241225212584483,195,True
mod_wd0,weight_norm,201,2,surrogate,31,1.4063798987460063,195,True
mod_wd0,weight_norm,201,2,surrogate,32,2.8719640382936604,195,True
mod_wd0,weight_norm,201,2,surrogate,33,2.218523209555513,195,True
mod_wd0,weight_norm,201,2,surrogate,34,2.2410152760985618,195,True
mod_wd0,weight_norm,201,2,surrogate,35,1.000543060776999,195,True
mod_wd0,weight_norm,201,2,surrogate,36,1.8665100299388035,195,True
mod_wd0,weight_norm,201,2,surrogate,37,3.758195843259415,195,True
mod_wd0,weight_norm,201,2,surrogate,38,4.642767495950947,195,True
mod_wd0,weight_norm,201,3,observed,-1,0.9998327184567153,195,True
mod_wd0,weight_norm,201,3,surrogate,0,1.9016210891378211,195,True
mod_wd0,weight_norm,201,3,surrogate,1,1.6094228072095567,195,True
mod_wd0,weight_norm,201,3,surrogate,2,1.099810221177644,195,True
mod_wd0,weight_norm,201,3,surrogate,3,3.6723758555019144,195,True
mod_wd0,weight_norm,201,3,surrogate,4,1.8895386391941684,195,True
mod_wd0,weight_norm,201,3,surrogate,5,1.499776517271326,195,True
mod_wd0,weight_norm,201,3,surrogate,6,2.773960394903529,195,True
mod_wd0,weight_norm,201,3,surrogate,7,4.677325418176505,195,True
mod_wd0,weight_norm,201,3,surrogate,8,2.793989588096269,195,True
mod_wd0,weight_norm,201,3,surrogate,9,1.0206949633401228,195,True
mod_wd0,weight_norm,201,3,surrogate,10,2.6491640656205546,195,True
mod_wd0,weight_norm,201,3,surrogate,11,2.2187131205356945,195,True
mod_wd0,weight_norm,201,3,surrogate,12,2.0913079706534212,195,True
mod_wd0,weight_norm,201,3,surrogate,13,3.487208121351499,195,True
mod_wd0,weight_norm,201,3,surrogate,14,2.3130239586016397,195,True
mod_wd0,weight_norm,201,3,surrogate,15,3.4000125840119777,195,True
mod_wd0,weight_norm,201,3,surrogate,16,3.7097340208359704,195,True
mod_wd0,weight_norm,201,3,surrogate,17,2.92158493097357,195,True
mod_wd0,weight_norm,201,3,surrogate,18,2.2286498515969653,195,True
mod_wd0,weight_norm,201,3,surrogate,19,0.9136860131093238,195,True
mod_wd0,weight_norm,201,3,surrogate,20,1.6466237906100754,195,True
mod_wd0,weight_norm,201,3,surrogate,21,1.204682825173646,195,True
mod_wd0,weight_norm,201,3,surrogate,22,1.864831900239984,195,True
mod_wd0,weight_norm,201,3,surrogate,23,1.7961412063914284,195,True
mod_wd0,weight_norm,201,3,surrogate,24,2.439327060042854,195,True
mod_wd0,weight_norm,201,3,surrogate,25,2.8627445471650192,195,True
mod_wd0,weight_norm,201,3,surrogate,26,3.3780698007829586,195,True
mod_wd0,weight_norm,201,3,surrogate,27,1.1253239529041734,195,True
mod_wd0,weight_norm,201,3,surrogate,28,2.114628674115525,195,True
mod_wd0,weight_norm,201,3,surrogate,29,2.8273202665145027,195,True
mod_wd0,weight_norm,201,3,surrogate,30,4.5902075720870545,195,True
mod_wd0,weight_norm,201,3,surrogate,31,2.9877401052215786,195,True
mod_wd0,weight_norm,201,3,surrogate,32,2.426401294634142,195,True
mod_wd0,weight_norm,201,3,surrogate,33,3.243799926410056,195,True
mod_wd0,weight_norm,201,3,surrogate,34,2.6750847808284144,195,True
mod_wd0,weight_norm,201,3,surrogate,35,3.377744567741111,195,True
mod_wd0,weight_norm,201,3,surrogate,36,4.321014310775522,195,True
