step,train_loss_sum,train_loss_per_token,lr_multiplier,phase
84,162688.0,4.96484375,1.0,constant_lr
85,163712.0,4.99609375,1.0,constant_lr
86,164096.0,5.0078125,1.0,constant_lr
87,162048.0,4.9453125,1.0,constant_lr
88,161408.0,4.92578125,1.0,constant_lr
89,162304.0,4.953125,1.0,constant_lr
90,163200.0,4.98046875,1.0,constant_lr
91,160256.0,4.890625,1.0,constant_lr
92,161024.0,4.9140625,1.0,constant_lr
93,158848.0,4.84765625,1.0,constant_lr
94,159104.0,4.85546875,1.0,constant_lr
95,160640.0,4.90234375,1.0,constant_lr
96,159872.0,4.87890625,1.0,constant_lr
97,158848.0,4.84765625,1.0,constant_lr
98,159232.0,4.859375,1.0,constant_lr
99,158080.0,4.82421875,1.0,constant_lr
100,156032.0,4.76171875,1.0,constant_lr
101,159616.0,4.87109375,1.0,constant_lr
102,158592.0,4.83984375,1.0,constant_lr
103,157184.0,4.796875,1.0,constant_lr
104,157696.0,4.8125,1.0,constant_lr
105,156672.0,4.78125,1.0,constant_lr
106,158336.0,4.83203125,1.0,constant_lr
107,154880.0,4.7265625,1.0,constant_lr
108,155648.0,4.75,1.0,constant_lr
109,157056.0,4.79296875,1.0,constant_lr
110,155520.0,4.74609375,1.0,constant_lr
111,157440.0,4.8046875,1.0,constant_lr
112,157312.0,4.80078125,1.0,constant_lr
113,153472.0,4.68359375,1.0,constant_lr
114,154496.0,4.71484375,1.0,constant_lr
115,154368.0,4.7109375,1.0,constant_lr
116,152320.0,4.6484375,1.0,constant_lr
117,152704.0,4.66015625,1.0,constant_lr
118,154368.0,4.7109375,1.0,constant_lr
119,151808.0,4.6328125,1.0,constant_lr
120,153856.0,4.6953125,1.0,constant_lr
121,151552.0,4.625,1.0,constant_lr
122,155648.0,4.75,1.0,constant_lr
123,150272.0,4.5859375,1.0,constant_lr
124,152960.0,4.66796875,1.0,constant_lr
125,151808.0,4.6328125,1.0,constant_lr
126,150528.0,4.59375,1.0,constant_lr
127,152576.0,4.65625,1.0,constant_lr
128,152576.0,4.65625,1.0,constant_lr
129,149248.0,4.5546875,1.0,constant_lr
130,149376.0,4.55859375,1.0,constant_lr
131,149632.0,4.56640625,1.0,constant_lr
132,148352.0,4.52734375,1.0,constant_lr
133,149504.0,4.5625,1.0,constant_lr
134,149888.0,4.57421875,1.0,constant_lr
135,150528.0,4.59375,1.0,constant_lr
136,147328.0,4.49609375,1.0,constant_lr
137,146304.0,4.46484375,1.0,constant_lr
138,148224.0,4.5234375,1.0,constant_lr
139,146944.0,4.484375,1.0,constant_lr
140,149120.0,4.55078125,1.0,constant_lr
141,148736.0,4.5390625,1.0,constant_lr
142,147712.0,4.5078125,1.0,constant_lr
143,148480.0,4.53125,1.0,constant_lr
144,146432.0,4.46875,1.0,constant_lr
145,146176.0,4.4609375,1.0,constant_lr
146,149120.0,4.55078125,1.0,constant_lr
147,145920.0,4.453125,1.0,constant_lr
148,144896.0,4.421875,1.0,constant_lr
149,145792.0,4.44921875,1.0,constant_lr
150,147456.0,4.5,1.0,constant_lr
151,144128.0,4.3984375,1.0,constant_lr
152,144896.0,4.421875,1.0,constant_lr
153,145152.0,4.4296875,1.0,constant_lr
154,144896.0,4.421875,1.0,constant_lr
155,144512.0,4.41015625,1.0,constant_lr
156,145920.0,4.453125,1.0,constant_lr
157,143360.0,4.375,1.0,constant_lr
158,142976.0,4.36328125,1.0,constant_lr
159,144512.0,4.41015625,1.0,constant_lr
160,146688.0,4.4765625,1.0,constant_lr
161,143488.0,4.37890625,1.0,constant_lr
162,143872.0,4.390625,1.0,constant_lr
163,144128.0,4.3984375,1.0,constant_lr
164,142080.0,4.3359375,1.0,constant_lr
165,141952.0,4.33203125,1.0,constant_lr
166,145152.0,4.4296875,1.0,constant_lr
167,142336.0,4.34375,1.0,constant_lr
168,143360.0,4.375,1.0,constant_lr
169,143104.0,4.3671875,1.0,constant_lr
170,142336.0,4.34375,1.0,constant_lr
171,141184.0,4.30859375,1.0,constant_lr
172,142720.0,4.35546875,1.0,constant_lr
173,142208.0,4.33984375,1.0,constant_lr
174,141696.0,4.32421875,1.0,constant_lr
175,143104.0,4.3671875,1.0,constant_lr
176,142848.0,4.359375,1.0,constant_lr
177,139264.0,4.25,1.0,constant_lr
178,142976.0,4.36328125,1.0,constant_lr
179,142848.0,4.359375,1.0,constant_lr
180,142976.0,4.36328125,1.0,constant_lr
181,142208.0,4.33984375,1.0,constant_lr
182,143488.0,4.37890625,1.0,constant_lr
183,141056.0,4.3046875,1.0,constant_lr
184,144128.0,4.3984375,1.0,constant_lr
185,142592.0,4.3515625,1.0,constant_lr
186,142720.0,4.35546875,1.0,constant_lr
187,141952.0,4.33203125,1.0,constant_lr
188,140928.0,4.30078125,1.0,constant_lr
189,141056.0,4.3046875,1.0,constant_lr
190,141440.0,4.31640625,1.0,constant_lr
191,140160.0,4.27734375,1.0,constant_lr
192,139520.0,4.2578125,1.0,constant_lr
193,141824.0,4.328125,1.0,constant_lr
194,139776.0,4.265625,1.0,constant_lr
195,139136.0,4.24609375,1.0,constant_lr
196,140160.0,4.27734375,1.0,constant_lr
197,140544.0,4.2890625,1.0,constant_lr
198,137344.0,4.19140625,1.0,constant_lr
199,139648.0,4.26171875,1.0,constant_lr
200,140544.0,4.2890625,1.0,constant_lr
201,136064.0,4.15234375,1.0,constant_lr
202,139904.0,4.26953125,1.0,constant_lr
203,140544.0,4.2890625,1.0,constant_lr
204,137216.0,4.1875,1.0,constant_lr
205,139776.0,4.265625,1.0,constant_lr
206,139392.0,4.25390625,1.0,constant_lr
207,138496.0,4.2265625,1.0,constant_lr
208,138624.0,4.23046875,1.0,constant_lr
209,140544.0,4.2890625,1.0,constant_lr
210,140288.0,4.28125,1.0,constant_lr
211,138624.0,4.23046875,1.0,constant_lr
212,139648.0,4.26171875,1.0,constant_lr
213,139520.0,4.2578125,1.0,constant_lr
214,135744.0,4.142578125,1.0,constant_lr
215,137728.0,4.203125,1.0,constant_lr
216,138368.0,4.22265625,1.0,constant_lr
217,137728.0,4.203125,1.0,constant_lr
218,139008.0,4.2421875,1.0,constant_lr
219,136448.0,4.1640625,1.0,constant_lr
220,136704.0,4.171875,1.0,constant_lr
221,136064.0,4.15234375,1.0,constant_lr
222,138112.0,4.21484375,1.0,constant_lr
223,135040.0,4.12109375,1.0,constant_lr
224,138496.0,4.2265625,1.0,constant_lr
225,137984.0,4.2109375,1.0,constant_lr
226,136448.0,4.1640625,1.0,constant_lr
227,137088.0,4.18359375,1.0,constant_lr
228,139776.0,4.265625,1.0,constant_lr
229,136576.0,4.16796875,1.0,constant_lr
230,137856.0,4.20703125,1.0,constant_lr
231,138880.0,4.23828125,1.0,constant_lr
232,135296.0,4.12890625,1.0,constant_lr
233,137344.0,4.19140625,1.0,constant_lr
234,140032.0,4.2734375,1.0,constant_lr
235,135552.0,4.13671875,1.0,constant_lr
236,136960.0,4.1796875,1.0,constant_lr
237,138752.0,4.234375,1.0,constant_lr
238,136320.0,4.16015625,1.0,constant_lr
239,135552.0,4.13671875,1.0,constant_lr
240,136704.0,4.171875,1.0,constant_lr
241,134912.0,4.1171875,1.0,constant_lr
242,136960.0,4.1796875,1.0,constant_lr
243,136576.0,4.16796875,1.0,constant_lr
244,138624.0,4.23046875,1.0,constant_lr
245,136448.0,4.1640625,1.0,constant_lr
246,136832.0,4.17578125,1.0,constant_lr
247,136704.0,4.171875,1.0,constant_lr
248,134272.0,4.09765625,1.0,constant_lr
249,134528.0,4.10546875,1.0,constant_lr
250,135424.0,4.1328125,1.0,constant_lr
251,133760.0,4.08203125,1.0,constant_lr
252,135488.0,4.134765625,1.0,constant_lr
253,135168.0,4.125,1.0,constant_lr
254,134208.0,4.095703125,1.0,constant_lr
255,136704.0,4.171875,1.0,constant_lr
256,136576.0,4.16796875,1.0,constant_lr
257,134784.0,4.11328125,1.0,constant_lr
258,137088.0,4.18359375,1.0,constant_lr
259,136704.0,4.171875,1.0,constant_lr
260,133248.0,4.06640625,1.0,constant_lr
261,134848.0,4.115234375,1.0,constant_lr
262,136960.0,4.1796875,1.0,constant_lr
263,132608.0,4.046875,1.0,constant_lr
264,135488.0,4.134765625,1.0,constant_lr
265,137088.0,4.18359375,1.0,constant_lr
266,133952.0,4.087890625,1.0,constant_lr
267,135296.0,4.12890625,1.0,constant_lr
268,134400.0,4.1015625,1.0,constant_lr
269,135808.0,4.14453125,1.0,constant_lr
270,134144.0,4.09375,1.0,constant_lr
271,134336.0,4.099609375,1.0,constant_lr
272,133760.0,4.08203125,1.0,constant_lr
273,135104.0,4.123046875,1.0,constant_lr
274,136448.0,4.1640625,1.0,constant_lr
275,133824.0,4.083984375,1.0,constant_lr
276,133120.0,4.0625,1.0,constant_lr
277,135168.0,4.125,1.0,constant_lr
278,133568.0,4.076171875,1.0,constant_lr
279,132224.0,4.03515625,1.0,constant_lr
280,134528.0,4.10546875,1.0,constant_lr
281,134272.0,4.09765625,1.0,constant_lr
282,134592.0,4.107421875,1.0,constant_lr
283,134912.0,4.1171875,1.0,constant_lr
284,135104.0,4.123046875,1.0,constant_lr
285,135168.0,4.125,1.0,constant_lr
286,132160.0,4.033203125,1.0,constant_lr
287,135040.0,4.12109375,1.0,constant_lr
288,132992.0,4.05859375,1.0,constant_lr
289,134016.0,4.08984375,1.0,constant_lr
290,131776.0,4.021484375,1.0,constant_lr
291,133504.0,4.07421875,1.0,constant_lr
292,133440.0,4.072265625,1.0,constant_lr
293,132864.0,4.0546875,1.0,constant_lr
294,131072.0,4.0,1.0,constant_lr
295,133696.0,4.080078125,1.0,constant_lr
296,135680.0,4.140625,1.0,constant_lr
297,131584.0,4.015625,1.0,constant_lr
298,133760.0,4.08203125,1.0,constant_lr
299,132800.0,4.052734375,1.0,constant_lr
300,132288.0,4.037109375,1.0,constant_lr
301,132416.0,4.041015625,1.0,constant_lr
302,132736.0,4.05078125,1.0,constant_lr
303,131392.0,4.009765625,1.0,constant_lr
304,132608.0,4.046875,1.0,constant_lr
305,133504.0,4.07421875,1.0,constant_lr
306,131904.0,4.025390625,1.0,constant_lr
307,133696.0,4.080078125,1.0,constant_lr
308,131648.0,4.017578125,1.0,constant_lr
309,132352.0,4.0390625,1.0,constant_lr
310,133952.0,4.087890625,1.0,constant_lr
311,132736.0,4.05078125,1.0,constant_lr
312,132864.0,4.0546875,1.0,constant_lr
313,133440.0,4.072265625,1.0,constant_lr
314,132480.0,4.04296875,1.0,constant_lr
315,131008.0,3.998046875,1.0,constant_lr
316,130560.0,3.984375,1.0,constant_lr
317,129920.0,3.96484375,1.0,constant_lr
318,135296.0,4.12890625,1.0,constant_lr
319,134912.0,4.1171875,1.0,constant_lr
320,133120.0,4.0625,1.0,constant_lr
321,132864.0,4.0546875,1.0,constant_lr
322,135040.0,4.12109375,1.0,constant_lr
323,131200.0,4.00390625,1.0,constant_lr
324,134976.0,4.119140625,1.0,constant_lr
325,132800.0,4.052734375,1.0,constant_lr
326,131072.0,4.0,1.0,constant_lr
327,133056.0,4.060546875,1.0,constant_lr
328,132928.0,4.056640625,1.0,constant_lr
329,130496.0,3.982421875,1.0,constant_lr
330,131584.0,4.015625,1.0,constant_lr
331,131712.0,4.01953125,1.0,constant_lr
332,130496.0,3.982421875,1.0,constant_lr
333,131840.0,4.0234375,1.0,constant_lr
334,133376.0,4.0703125,1.0,constant_lr
335,131008.0,3.998046875,1.0,constant_lr
336,132736.0,4.05078125,1.0,constant_lr
337,134656.0,4.109375,1.0,constant_lr
338,130944.0,3.99609375,1.0,constant_lr
339,132032.0,4.029296875,1.0,constant_lr
340,129728.0,3.958984375,1.0,constant_lr
341,127424.0,3.888671875,1.0,constant_lr
342,131136.0,4.001953125,1.0,constant_lr
343,131136.0,4.001953125,1.0,constant_lr
344,132096.0,4.03125,1.0,constant_lr
345,130880.0,3.994140625,1.0,constant_lr
346,131584.0,4.015625,1.0,constant_lr
347,128192.0,3.912109375,1.0,constant_lr
348,131968.0,4.02734375,1.0,constant_lr
349,130752.0,3.990234375,1.0,constant_lr
350,130688.0,3.98828125,1.0,constant_lr
351,130176.0,3.97265625,1.0,constant_lr
352,130752.0,3.990234375,1.0,constant_lr
353,129728.0,3.958984375,1.0,constant_lr
354,130752.0,3.990234375,1.0,constant_lr
355,131712.0,4.01953125,1.0,constant_lr
356,129472.0,3.951171875,1.0,constant_lr
357,130048.0,3.96875,1.0,constant_lr
358,130240.0,3.974609375,1.0,constant_lr
359,128640.0,3.92578125,1.0,constant_lr
360,131712.0,4.01953125,1.0,constant_lr
361,131520.0,4.013671875,1.0,constant_lr
362,128768.0,3.9296875,1.0,constant_lr
363,129856.0,3.962890625,1.0,constant_lr
364,130304.0,3.9765625,1.0,constant_lr
365,128320.0,3.916015625,1.0,constant_lr
366,130752.0,3.990234375,1.0,constant_lr
367,129152.0,3.94140625,1.0,constant_lr
368,128832.0,3.931640625,1.0,constant_lr
369,130752.0,3.990234375,1.0,constant_lr
370,131200.0,4.00390625,1.0,constant_lr
371,131008.0,3.998046875,1.0,constant_lr
372,130304.0,3.9765625,1.0,constant_lr
373,129152.0,3.94140625,1.0,constant_lr
374,127744.0,3.8984375,1.0,constant_lr
375,130048.0,3.96875,1.0,constant_lr
376,129344.0,3.947265625,1.0,constant_lr
377,128640.0,3.92578125,1.0,constant_lr
378,131008.0,3.998046875,1.0,constant_lr
379,129920.0,3.96484375,1.0,constant_lr
380,130240.0,3.974609375,1.0,constant_lr
381,130688.0,3.98828125,1.0,constant_lr
382,128064.0,3.908203125,1.0,constant_lr
383,128256.0,3.9140625,1.0,constant_lr
384,128448.0,3.919921875,1.0,constant_lr
385,130176.0,3.97265625,1.0,constant_lr
386,127744.0,3.8984375,1.0,constant_lr
387,128896.0,3.93359375,1.0,constant_lr
388,129920.0,3.96484375,1.0,constant_lr
389,128832.0,3.931640625,1.0,constant_lr
390,130880.0,3.994140625,1.0,constant_lr
391,130752.0,3.990234375,1.0,constant_lr
392,131584.0,4.015625,1.0,constant_lr
393,129728.0,3.958984375,1.0,constant_lr
394,128128.0,3.91015625,1.0,constant_lr
395,129408.0,3.94921875,1.0,constant_lr
396,129344.0,3.947265625,1.0,constant_lr
397,127296.0,3.884765625,1.0,constant_lr
398,127936.0,3.904296875,1.0,constant_lr
399,130368.0,3.978515625,1.0,constant_lr
400,129408.0,3.94921875,1.0,constant_lr
401,129152.0,3.94140625,1.0,constant_lr
402,130240.0,3.974609375,1.0,constant_lr
403,128384.0,3.91796875,1.0,constant_lr
404,128512.0,3.921875,1.0,constant_lr
405,130048.0,3.96875,1.0,constant_lr
406,129920.0,3.96484375,1.0,constant_lr
407,126592.0,3.86328125,1.0,constant_lr
408,130560.0,3.984375,1.0,constant_lr
409,126784.0,3.869140625,1.0,constant_lr
410,129088.0,3.939453125,1.0,constant_lr
411,128704.0,3.927734375,1.0,constant_lr
412,128000.0,3.90625,1.0,constant_lr
413,128896.0,3.93359375,1.0,constant_lr
414,129600.0,3.955078125,1.0,constant_lr
415,125504.0,3.830078125,1.0,constant_lr
416,128064.0,3.908203125,1.0,constant_lr
417,129600.0,3.955078125,1.0,constant_lr
418,128576.0,3.923828125,1.0,constant_lr
419,128640.0,3.92578125,1.0,constant_lr
420,129728.0,3.958984375,1.0,constant_lr
421,126720.0,3.8671875,1.0,constant_lr
422,128448.0,3.919921875,1.0,constant_lr
423,129152.0,3.94140625,1.0,constant_lr
424,129088.0,3.939453125,1.0,constant_lr
425,128256.0,3.9140625,1.0,constant_lr
426,127232.0,3.8828125,1.0,constant_lr
427,127552.0,3.892578125,1.0,constant_lr
428,130368.0,3.978515625,1.0,constant_lr
429,128576.0,3.923828125,1.0,constant_lr
430,127424.0,3.888671875,1.0,constant_lr
431,127296.0,3.884765625,1.0,constant_lr
432,127232.0,3.8828125,1.0,constant_lr
433,125760.0,3.837890625,1.0,constant_lr
434,129536.0,3.953125,1.0,constant_lr
435,128448.0,3.919921875,1.0,constant_lr
436,127488.0,3.890625,1.0,constant_lr
437,128064.0,3.908203125,1.0,constant_lr
438,130048.0,3.96875,1.0,constant_lr
439,125632.0,3.833984375,1.0,constant_lr
440,127232.0,3.8828125,1.0,constant_lr
441,129088.0,3.939453125,1.0,constant_lr
442,126400.0,3.857421875,1.0,constant_lr
443,127232.0,3.8828125,1.0,constant_lr
444,127168.0,3.880859375,1.0,constant_lr
445,125888.0,3.841796875,1.0,constant_lr
446,127744.0,3.8984375,1.0,constant_lr
447,129280.0,3.9453125,1.0,constant_lr
448,127488.0,3.890625,1.0,constant_lr
449,128128.0,3.91015625,1.0,constant_lr
450,129216.0,3.943359375,1.0,constant_lr
451,126464.0,3.859375,1.0,constant_lr
452,127424.0,3.888671875,1.0,constant_lr
453,128128.0,3.91015625,1.0,constant_lr
454,128448.0,3.919921875,1.0,constant_lr
455,125376.0,3.826171875,1.0,constant_lr
456,127616.0,3.89453125,1.0,constant_lr
457,127360.0,3.88671875,1.0,constant_lr
458,128640.0,3.92578125,1.0,constant_lr
459,126336.0,3.85546875,1.0,constant_lr
460,125568.0,3.83203125,1.0,constant_lr
461,127808.0,3.900390625,1.0,constant_lr
462,126336.0,3.85546875,1.0,constant_lr
463,124928.0,3.8125,1.0,constant_lr
464,129344.0,3.947265625,1.0,constant_lr
465,127104.0,3.87890625,1.0,constant_lr
466,127040.0,3.876953125,1.0,constant_lr
467,127680.0,3.896484375,1.0,constant_lr
468,124032.0,3.78515625,1.0,constant_lr
469,126464.0,3.859375,1.0,constant_lr
470,128768.0,3.9296875,1.0,constant_lr
471,125376.0,3.826171875,1.0,constant_lr
472,127744.0,3.8984375,1.0,constant_lr
473,128320.0,3.916015625,1.0,constant_lr
474,125824.0,3.83984375,1.0,constant_lr
475,126784.0,3.869140625,1.0,constant_lr
476,126336.0,3.85546875,1.0,constant_lr
477,126208.0,3.8515625,1.0,constant_lr
478,126528.0,3.861328125,1.0,constant_lr
479,127232.0,3.8828125,1.0,constant_lr
480,125632.0,3.833984375,1.0,constant_lr
481,125568.0,3.83203125,1.0,constant_lr
482,126784.0,3.869140625,1.0,constant_lr
483,123520.0,3.76953125,1.0,constant_lr
484,127936.0,3.904296875,1.0,constant_lr
485,127744.0,3.8984375,1.0,constant_lr
486,125632.0,3.833984375,1.0,constant_lr
487,126080.0,3.84765625,1.0,constant_lr
488,129792.0,3.9609375,1.0,constant_lr
489,123648.0,3.7734375,1.0,constant_lr
490,128704.0,3.927734375,1.0,constant_lr
491,125760.0,3.837890625,1.0,constant_lr
492,125376.0,3.826171875,1.0,constant_lr
493,126720.0,3.8671875,1.0,constant_lr
494,127488.0,3.890625,1.0,constant_lr
495,124800.0,3.80859375,1.0,constant_lr
496,126528.0,3.861328125,1.0,constant_lr
497,126016.0,3.845703125,1.0,constant_lr
498,125440.0,3.828125,1.0,constant_lr
499,126208.0,3.8515625,1.0,constant_lr
500,128320.0,3.916015625,1.0,constant_lr
501,125184.0,3.8203125,1.0,constant_lr
502,127040.0,3.876953125,1.0,constant_lr
503,127296.0,3.884765625,1.0,constant_lr
504,124992.0,3.814453125,1.0,constant_lr
505,126400.0,3.857421875,1.0,constant_lr
506,124928.0,3.8125,1.0,constant_lr
507,126336.0,3.85546875,1.0,constant_lr
508,125760.0,3.837890625,1.0,constant_lr
509,125056.0,3.81640625,1.0,constant_lr
510,124480.0,3.798828125,1.0,constant_lr
511,128384.0,3.91796875,1.0,constant_lr
512,123648.0,3.7734375,1.0,constant_lr
513,125248.0,3.822265625,1.0,constant_lr
514,129152.0,3.94140625,1.0,constant_lr
515,125632.0,3.833984375,1.0,constant_lr
516,126848.0,3.87109375,1.0,constant_lr
517,126208.0,3.8515625,1.0,constant_lr
518,125376.0,3.826171875,1.0,constant_lr
519,125696.0,3.8359375,1.0,constant_lr
520,127808.0,3.900390625,1.0,constant_lr
521,125248.0,3.822265625,1.0,constant_lr
522,126848.0,3.87109375,1.0,constant_lr
523,124672.0,3.8046875,1.0,constant_lr
524,122432.0,3.736328125,1.0,constant_lr
525,126208.0,3.8515625,1.0,constant_lr
526,125312.0,3.82421875,1.0,constant_lr
527,125376.0,3.826171875,1.0,constant_lr
528,125312.0,3.82421875,1.0,constant_lr
529,126784.0,3.869140625,1.0,constant_lr
530,124992.0,3.814453125,1.0,constant_lr
531,125952.0,3.84375,1.0,constant_lr
532,125632.0,3.833984375,1.0,constant_lr
533,125952.0,3.84375,1.0,constant_lr
534,126656.0,3.865234375,1.0,constant_lr
535,125568.0,3.83203125,1.0,constant_lr
536,125440.0,3.828125,1.0,constant_lr
537,126336.0,3.85546875,1.0,constant_lr
538,125760.0,3.837890625,1.0,constant_lr
539,124928.0,3.8125,1.0,constant_lr
540,127040.0,3.876953125,1.0,constant_lr
541,125312.0,3.82421875,1.0,constant_lr
542,125184.0,3.8203125,1.0,constant_lr
543,126144.0,3.849609375,1.0,constant_lr
544,126912.0,3.873046875,1.0,constant_lr
545,124992.0,3.814453125,1.0,constant_lr
546,126336.0,3.85546875,1.0,constant_lr
547,124224.0,3.791015625,1.0,constant_lr
548,124800.0,3.80859375,1.0,constant_lr
549,124480.0,3.798828125,1.0,constant_lr
550,123072.0,3.755859375,1.0,constant_lr
551,124160.0,3.7890625,1.0,constant_lr
552,123776.0,3.77734375,1.0,constant_lr
553,123712.0,3.775390625,1.0,constant_lr
554,124224.0,3.791015625,1.0,constant_lr
555,125376.0,3.826171875,1.0,constant_lr
556,125696.0,3.8359375,1.0,constant_lr
557,126144.0,3.849609375,1.0,constant_lr
558,125696.0,3.8359375,1.0,constant_lr
559,125440.0,3.828125,1.0,constant_lr
560,126208.0,3.8515625,1.0,constant_lr
561,125248.0,3.822265625,1.0,constant_lr
562,124288.0,3.79296875,1.0,constant_lr
563,124544.0,3.80078125,1.0,constant_lr
564,125888.0,3.841796875,1.0,constant_lr
565,124608.0,3.802734375,1.0,constant_lr
566,124544.0,3.80078125,1.0,constant_lr
567,124608.0,3.802734375,1.0,constant_lr
568,125184.0,3.8203125,1.0,constant_lr
569,127552.0,3.892578125,1.0,constant_lr
570,125696.0,3.8359375,1.0,constant_lr
571,123776.0,3.77734375,1.0,constant_lr
572,126592.0,3.86328125,1.0,constant_lr
573,121280.0,3.701171875,1.0,constant_lr
574,123584.0,3.771484375,1.0,constant_lr
575,124992.0,3.814453125,1.0,constant_lr
576,123584.0,3.771484375,1.0,constant_lr
577,124288.0,3.79296875,1.0,constant_lr
578,125312.0,3.82421875,1.0,constant_lr
579,123200.0,3.759765625,1.0,constant_lr
580,122816.0,3.748046875,1.0,constant_lr
581,123200.0,3.759765625,1.0,constant_lr
582,122688.0,3.744140625,1.0,constant_lr
583,124800.0,3.80859375,1.0,constant_lr
584,123904.0,3.78125,1.0,constant_lr
585,122944.0,3.751953125,1.0,constant_lr
586,123648.0,3.7734375,1.0,constant_lr
587,125248.0,3.822265625,1.0,constant_lr
588,122816.0,3.748046875,1.0,constant_lr
589,125632.0,3.833984375,1.0,constant_lr
590,124288.0,3.79296875,1.0,constant_lr
591,122176.0,3.728515625,1.0,constant_lr
592,124096.0,3.787109375,1.0,constant_lr
593,124736.0,3.806640625,1.0,constant_lr
594,125056.0,3.81640625,1.0,constant_lr
595,124608.0,3.802734375,1.0,constant_lr
596,122624.0,3.7421875,1.0,constant_lr
597,121984.0,3.72265625,1.0,constant_lr
598,126528.0,3.861328125,1.0,constant_lr
599,123008.0,3.75390625,1.0,constant_lr
600,124416.0,3.796875,1.0,constant_lr
601,123840.0,3.779296875,1.0,constant_lr
602,122752.0,3.74609375,1.0,constant_lr
603,122496.0,3.73828125,1.0,constant_lr
604,125696.0,3.8359375,1.0,constant_lr
605,122752.0,3.74609375,1.0,constant_lr
606,125376.0,3.826171875,1.0,constant_lr
607,123200.0,3.759765625,1.0,constant_lr
608,123264.0,3.76171875,1.0,constant_lr
609,124288.0,3.79296875,1.0,constant_lr
610,124096.0,3.787109375,1.0,constant_lr
