run,lr,seed,column,segment,subsample,tau,t_grok,eta_lam_over_2,start_sample,n_samples,MG,MG_2E,ident_ratio,PRdelay,roughness,acorr,crossings,rises,degenerate
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,0,8000,2.7614884079585265,3.467719871749051,1.255743048478924,4.652392889668055,0.6403821442654736,4.0,18.0,0.47055881985248155,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,2000,8000,2.77088534926965,3.5415271344006882,1.2781211374675476,1.001692116303195,0.010277591048826088,1231.0,18.0,0.49668708588573574,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,4000,8000,3.2930303902355766,4.477875830642502,1.3598039799208061,1.0007718756204078,0.00888985173276587,1433.0,18.0,0.5000625078134767,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,6000,8000,4.015296073607041,6.143741145456092,1.5300842161651647,1.000208154671529,0.008174507559410397,1601.0,52.0,0.5000625078134767,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,8000,8000,4.598631223196234,7.9958952696378445,1.7387554864815569,1.000055249991973,0.007992256703417279,1632.0,66.0,0.5000625078134767,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,10000,8000,5.041556357728341,9.596767165636981,1.903532656324635,1.0000336158893293,0.007936007333762127,1663.0,284.0,0.5000625078134767,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,12000,8000,5.130313104815633,9.980472522602842,1.9453924777484919,1.000031735846808,0.00794917469068013,1681.0,82.0,0.5000625078134767,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,14000,8000,5.103051926876529,10.093387225534178,1.97791191823363,1.0000318886330055,0.007970150100855056,1693.0,100.0,0.5000625078134767,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,16000,8000,5.116048480145332,10.063256208482946,1.966997820199913,1.0000322318408723,0.008012437649779066,1701.0,110.0,0.5000625078134767,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,18000,8000,5.139797176159499,9.98353493782013,1.9423986191766254,1.0000326940465707,0.008069268060629612,1708.0,124.0,0.5000625078134767,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,1,1,802.0,0.9735302057833906,20000,8000,5.18751192596387,9.896376679470459,1.9077308776753616,1.0000332506044303,0.008137318675936527,1713.0,136.0,0.5000625078134767,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,0,800,12.696533907472148,20.347829318148126,1.6026286753877803,5.4886488976504255,1.1385057131777896,1.0,18.0,0.392991239048811,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,200,800,11.785710381243724,17.213279784707012,1.460521192859189,1.13456955795957,0.050119910483480516,124.0,10.0,0.39173967459324155,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,400,800,10.808353058071408,17.980999678135394,1.6636206812940508,1.0929267294387992,0.03336172479671775,144.0,8.0,0.29662077596996245,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,600,800,11.758534402609486,17.029670047194102,1.448281687504765,1.0320917222520358,0.016469894255280965,161.0,8.0,0.18272841051314143,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,800,800,10.742147996127303,16.793934889099315,1.5633684152511926,1.00583639618554,0.006343292866336032,164.0,4.0,0.07634543178973717,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,1000,800,11.362853513679811,16.69700139863383,1.4694373537890113,1.000469613669479,0.0024817182690242603,167.0,2.0,0.010012515644555695,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,1200,800,11.846946267415134,16.698600336168226,1.4095278191729037,1.0000183166599776,0.001721223604151314,169.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,1400,800,12.239303002066034,16.693580121508557,1.363932253224765,1.0000052463701201,0.0015402048727220822,170.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,1600,800,12.412226625973624,16.68995304022754,1.344638117169277,1.000003674074364,0.0013909906776618127,171.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,1800,800,12.658245885490727,16.687464646848444,1.31830782857332,1.0000025801533254,0.0012682002883575732,171.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,4,802.0,0.9735302057833906,2000,800,12.840537918156942,16.686974585388274,1.2995541691280974,1.0000018847514933,0.001165127740824011,172.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,0,800,4.1599597421069765,7.039667361931711,1.6922441077197041,10.24315832426932,1.1385057131777896,1.0,18.0,0.392991239048811,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,200,800,3.403445201068402,6.459703225857647,1.8979894913042321,1.0972457112000613,0.050119910483480516,124.0,10.0,0.39173967459324155,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,400,800,3.1722217127871986,6.120436758827635,1.9293849273385297,1.0539751041782017,0.03336172479671775,144.0,8.0,0.29662077596996245,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,600,800,3.3440263786057933,7.190870156769345,2.1503628687783842,1.0144045295033068,0.016469894255280965,161.0,8.0,0.18272841051314143,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,800,800,3.595192863105396,7.593599529533852,2.1121535947239223,1.0019637882294055,0.006343292866336032,164.0,4.0,0.07634543178973717,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,1000,800,4.696655184350857,8.158075181394274,1.7369968331030103,1.0001488493913044,0.0024817182690242603,167.0,2.0,0.010012515644555695,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,1200,800,4.88959280083613,8.376572539517728,1.713143175866366,1.0000021980776037,0.001721223604151314,169.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,1400,800,4.866397225716037,8.357129514366095,1.7173134717000902,1.0000004103322546,0.0015402048727220822,170.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,1600,800,4.822452653294811,8.22052532170921,1.7046357761735116,1.000000268035621,0.0013909906776618127,171.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,1800,800,4.794261274572486,8.160522513586212,1.7021438854130666,1.000000191604569,0.0012682002883575732,171.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,10,1,802.0,0.9735302057833906,2000,800,4.784849472738165,8.193932909986103,1.7124745421295489,1.0000001411490627,0.001165127740824011,172.0,2.0,0.0,False
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,50,4,802.0,0.9735302057833906,0,160,,,,1.0481182510725633,0.38307322711005526,4.0,4.0,0.389937106918239,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,50,4,802.0,0.9735302057833906,40,160,,,,1.2521064267458728,0.23247024611614855,25.0,10.0,0.389937106918239,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,50,4,802.0,0.9735302057833906,80,160,,,,1.175469061631857,0.16154580671174276,29.0,8.0,0.29559748427672955,True
eos_lr1.5e+06_s1,1500000.0,1.0,train_loss,post,50,4,802.0,0.9735302057833906,120,160,,,,1.0564208006604896,0.08066787304666698,32.0,8.0,0.18238993710691823,True
