run,column,smooth,kind,i,depth
mod_wd1,train_loss,401,observed,-1,1.3550441556471329
mod_wd1,train_loss,401,surrogate,0,2.6292457282743347
mod_wd1,train_loss,401,surrogate,1,1.5868508183125367
mod_wd1,train_loss,401,surrogate,2,1.9764313564963505
mod_wd1,train_loss,401,surrogate,3,1.9555382906682222
mod_wd1,train_loss,401,surrogate,4,1.7034009043203224
mod_wd1,train_loss,401,surrogate,5,1.2601210513737966
mod_wd1,train_loss,401,surrogate,6,1.672457498075347
mod_wd1,train_loss,401,surrogate,7,1.5159257480914592
mod_wd1,train_loss,401,surrogate,8,1.2590683691130085
mod_wd1,train_loss,401,surrogate,9,1.692448099995329
mod_wd1,train_loss,401,surrogate,10,1.8404990716279328
mod_wd1,train_loss,401,surrogate,11,2.4666987654912993
mod_wd1,train_loss,401,surrogate,12,1.58153106529087
mod_wd1,train_loss,401,surrogate,13,1.4359091645610418
mod_wd1,train_loss,401,surrogate,14,2.335398138404945
mod_wd1,train_loss,401,surrogate,15,1.077178822326297
mod_wd1,train_loss,401,surrogate,16,1.1648711478384002
mod_wd1,train_loss,401,surrogate,17,1.2097612723904836
mod_wd1,train_loss,401,surrogate,18,1.1266237470169962
mod_wd1,train_loss,401,surrogate,19,2.1576041913600927
mod_wd1,train_loss,401,surrogate,20,1.6957369809257539
