cfg_id,mae,rho,sd,n,score,max_E,tau,k_neighbors,theiler,window,stride,dither
33,0.9445067594263823,0.8499999999999999,0.9602201701457218,4,1.7246168444992436,20,2,5,embedding,8000,2000,1e-09
35,0.9445067594263823,0.8499999999999999,0.9602201701457218,4,1.7246168444992436,20,2,5,autocorr,8000,2000,1e-09
32,0.9134537030055477,0.7916666666666667,0.9551858798274862,4,1.8077133095859572,20,2,5,embedding,4000,2000,1e-09
34,0.9134537030055477,0.7916666666666667,0.9551858798274862,4,1.8077133095859572,20,2,5,autocorr,4000,2000,1e-09
11,0.8850569950646678,0.6499999999999999,0.6588398561941828,4,1.9144769231617595,10,2,5,autocorr,8000,2000,1e-09
9,0.8850569950646678,0.6499999999999999,0.6588398561941828,4,1.9144769231617595,10,2,5,embedding,8000,2000,1e-09
25,0.8961568441706719,0.6499999999999999,0.6654142292914353,4,1.9288639588163898,20,1,5,embedding,8000,2000,1e-09
27,0.8961568441706719,0.6499999999999999,0.6654142292914353,4,1.9288639588163898,20,1,5,autocorr,8000,2000,1e-09
42,1.4985031998704712,0.85,1.1770209772432187,4,2.3870136884920807,20,4,5,autocorr,4000,2000,1e-09
40,1.4985031998704712,0.85,1.1770209772432187,4,2.3870136884920807,20,4,5,embedding,4000,2000,1e-09
