arm,observer,family,rho_MG,rho_rough,rho_PRdelay,rho_specPR,mae_specPR,rho_specPR256,slope,mae_raw,ident,seed_sd,degen
noise_nopre,loss_full,loss,0.5357142857142857,-0.75,-0.6785714285714286,-0.5,18.756190356048528,-0.4642857142857143,0.06698149949364482,7.351058524900801,,0.12549088916261322,0.0
noise_nopre,loss_probe,loss,-0.35714285714285715,-0.42857142857142855,-0.42857142857142855,-0.39285714285714285,9.876313101418026,-0.42857142857142855,-0.006136767948678897,7.2542367854529335,,0.12201379671139281,0.0
noise_nopre,loss_step,loss,0.5357142857142857,-0.75,-0.6785714285714286,-0.5,18.755881279573323,-0.4642857142857143,0.06664555892190044,7.350667040958156,,0.12468835058283859,0.0
noise_nopre,margin,function,0.35714285714285715,0.75,0.9285714285714286,0.8571428571428571,7.049336218108783,0.9285714285714286,0.07949472473170495,6.985368029885314,,0.1606286612323873,0.0
noise_nopre,w_fro,norm,0.5357142857142857,0.35714285714285715,0.42857142857142855,-0.14285714285714285,4.944768292251008,0.6785714285714286,0.027703864656393896,6.912341863960548,,0.2188130771187862,0.0
qp,acc_probe,function,-0.4,-0.03571428571428571,0.7142857142857143,0.8571428571428571,2.720137934245333,0.8214285714285714,-0.41167771369011175,2.0127950105937726,,4.099407784384153,0.8469387755102041
qp,c_norm,norm,1.0,-0.07142857142857142,0.9642857142857143,0.9642857142857143,0.8096229189476342,1.0,1.0849581157079846,0.3987209415266056,,0.4997033257158943,0.0
qp,c_proj1,projection,1.0,0.5,0.9642857142857143,0.9285714285714286,0.9074546984025655,0.9642857142857143,0.8548782372503009,0.2776520498543079,0.9825573659112155,0.5325933943011678,0.0
qp,fn_fro,norm,1.0,0.25,0.9642857142857143,0.9642857142857143,0.4209403370636613,1.0,0.9941568000847643,0.3229346665132968,,0.7734370634617357,0.0
qp,fn_proj1,function,1.0,-0.17857142857142858,1.0,0.9642857142857143,1.2528293391089396,1.0,0.7854804865162461,0.4173357412191576,,0.6107270260699149,0.0
qp,g_fro,gradient,1.0,-0.8571428571428571,1.0,0.9642857142857143,8.098929930949238,1.0,1.6764811572284986,1.8678478866998183,1.0684137120271133,0.7757018254847864,0.0
qp,g_proj,gradient,1.0,0.21428571428571427,0.9642857142857143,0.75,1.2463425922062452,0.9642857142857143,0.7315927750165011,0.5512652321518053,,0.770124916034042,0.0
qp,loss_full,loss,1.0,-0.8571428571428571,0.9642857142857143,0.8571428571428571,6.163302227885085,0.8928571428571429,1.6410240086480647,1.9713076740059565,,0.7066828198523162,0.0
