table,kind,row,column,printed,computed,source,provenance,status,note
tab:ceilingfit,cell,"2log_10N, the finite-record bound",root-mean-square error,3.68,3.677125334420407,data/valid.ceiling/ceiling_fits.csv,regenerated,ok,
tab:ceilingfit,cell,the pointwise minimum of the two,root-mean-square error,3.70,3.6959349831992574,data/valid.ceiling/ceiling_fits.csv,regenerated,ok,
tab:ceilingfit,cell,8.61log_10E_max + 0.90log_10N - 5.31,root-mean-square error,0.19,0.1890859717560723,data/valid.ceiling/ceiling_fits.csv,regenerated,ok,
tab:ceilingfit,claim,the fitted log-log form,claim,8.61log_10E_max + 0.90log_10N - 5.31,8.61 log_10 E_max + 0.90 log_10 N -5.31,data/valid.ceiling/ceiling_fits.csv,regenerated,ok,
tab:clocks,cell,four independent phases,d_act,4,4.0,data/valid.geometry/geometry_levels.csv,regenerated,ok,
tab:clocks,cell,four independent phases,estimate,3.92,3.9165342010366446,data/valid.geometry/geometry_levels.csv,regenerated,ok,
tab:clocks,cell,four independent phases,roughness,0.091,0.09071159774719414,data/valid.geometry/geometry_levels.csv,regenerated,ok,
tab:clocks,cell,four independent phases,PR_delay,2.20,2.1974988027626066,data/valid.geometry/geometry_levels.csv,regenerated,ok,
tab:clocks,cell,"one phase, four harmonics",d_act,1,1.0,data/valid.geometry/geometry_levels.csv,regenerated,ok,
tab:clocks,cell,"one phase, four harmonics",estimate,1.11,1.1060071868349994,data/valid.geometry/geometry_levels.csv,regenerated,ok,
tab:clocks,cell,"one phase, four harmonics",roughness,0.091,0.09071159774719414,data/valid.geometry/geometry_levels.csv,regenerated,ok,
tab:clocks,cell,"one phase, four harmonics",PR_delay,4.10,4.095428532486,data/valid.geometry/geometry_levels.csv,regenerated,ok,
tab:clocks,cell,identity,d_act,4,4.0,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,identity,estimate,3.92,3.9165342010366446,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,identity,roughness,0.091,0.09071159774719414,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,identity,PR_delay,2.20,2.197498802762606,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + 0.25x^3,d_act,4,4.0,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + 0.25x^3,estimate,3.96,3.958901681193865,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + 0.25x^3,roughness,0.098,0.097758594993218,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + 0.25x^3,PR_delay,2.32,2.3205768454933224,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + x^3,d_act,4,4.0,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + x^3,estimate,3.96,3.9613765217242163,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + x^3,roughness,0.110,0.1102410528913167,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + x^3,PR_delay,2.58,2.5784335387818103,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + x^5,d_act,4,4.0,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + x^5,estimate,4.01,4.009234405603138,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + x^5,roughness,0.146,0.1460642486633576,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + x^5,PR_delay,3.61,3.6146421373297892,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + 0.1x^7,d_act,4,4.0,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + 0.1x^7,estimate,4.02,4.017867237473758,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + 0.1x^7,roughness,0.166,0.16638920368545163,data/valid.geometry/observer_warps.csv,regenerated,ok,
tab:clocks,cell,x + 0.1x^7,PR_delay,4.28,4.284721696288181,data/valid.geometry/observer_warps.csv,regenerated,ok,
