cfg_id,seed,k,observer,MG,error,roughness,theiler,functional_rank,functional_ratio,trajectory_rank,trajectory_pr,trajectory_ratio,update_rank,update_pr,update_ratio,mean_accuracy,min_accuracy,resonance_margin,window,cycles,max_E,kn,tau,eta
0,0,3,output_projection,3.731441783027084,0.7314417830270838,0.8674490840811695,20,3,0.9982260094209993,3,2.9254525814719505,0.8198811961352939,3,2.9226619091868717,0.8210076824788785,0.99,0.99,0.0034608532095746214,3000,450.0,21,20,1,0.18
0,0,3,loss,3.5515165184527295,0.5515165184527295,1.6128727894448962,20,3,0.9982260094209993,3,2.9254525814719505,0.8198811961352939,3,2.9226619091868717,0.8210076824788785,0.99,0.99,0.0034608532095746214,3000,450.0,21,20,1,0.18
0,0,4,parameter_fro,3.6832769043413323,-0.31672309565866774,0.8310554525859871,20,4,0.9981150165318969,4,3.7588410228451172,0.7120638506316576,4,3.9567396550569374,0.872969902707125,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,4,parameter_projection,3.7931149055140434,-0.2068850944859566,0.9086170269856031,20,4,0.9981150165318969,4,3.7588410228451172,0.7120638506316576,4,3.9567396550569374,0.872969902707125,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,4,latent_fro,5.123772346873024,1.1237723468730243,0.9534798805320329,20,4,0.9981150165318969,4,3.7588410228451172,0.7120638506316576,4,3.9567396550569374,0.872969902707125,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,4,latent_projection,3.858639962289872,-0.14136003771012806,0.8367425687120863,20,4,0.9981150165318969,4,3.7588410228451172,0.7120638506316576,4,3.9567396550569374,0.872969902707125,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,4,gradient_fro,6.32079425509858,2.32079425509858,1.5320006274982767,20,4,0.9981150165318969,4,3.7588410228451172,0.7120638506316576,4,3.9567396550569374,0.872969902707125,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,4,gradient_projection,3.295143881719305,-0.7048561182806949,0.93767011604505,20,4,0.9981150165318969,4,3.7588410228451172,0.7120638506316576,4,3.9567396550569374,0.872969902707125,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,4,output_fro,4.136132181416323,0.13613218141632277,0.9192853666851636,20,4,0.9981150165318969,4,3.7588410228451172,0.7120638506316576,4,3.9567396550569374,0.872969902707125,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,4,output_projection,3.152587317649711,-0.847412682350289,0.878338062095414,20,4,0.9981150165318969,4,3.7588410228451172,0.7120638506316576,4,3.9567396550569374,0.872969902707125,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,4,loss,4.4120026253033595,0.4120026253033595,1.6191060813806517,20,4,0.9981150165318969,4,3.7588410228451172,0.7120638506316576,4,3.9567396550569374,0.872969902707125,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,5,parameter_fro,4.008203074348234,-0.9917969256517658,0.8283544982275186,20,5,0.9982735463371941,5,4.6608013445518015,0.7005462831545111,5,4.955244199272134,0.8780977335422945,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,5,parameter_projection,3.8340998702623157,-1.1659001297376843,0.8285406775467996,20,5,0.9982735463371941,5,4.6608013445518015,0.7005462831545111,5,4.955244199272134,0.8780977335422945,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,5,latent_fro,6.044145720336589,1.044145720336589,0.9701971787639383,20,5,0.9982735463371941,5,4.6608013445518015,0.7005462831545111,5,4.955244199272134,0.8780977335422945,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,5,latent_projection,4.014015678769934,-0.9859843212300659,0.8687233568437392,20,5,0.9982735463371941,5,4.6608013445518015,0.7005462831545111,5,4.955244199272134,0.8780977335422945,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,5,gradient_fro,7.95054560184374,2.95054560184374,1.4375502176078316,20,5,0.9982735463371941,5,4.6608013445518015,0.7005462831545111,5,4.955244199272134,0.8780977335422945,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,5,gradient_projection,4.060096383035546,-0.9399036169644539,0.852836574785502,20,5,0.9982735463371941,5,4.6608013445518015,0.7005462831545111,5,4.955244199272134,0.8780977335422945,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,5,output_fro,3.9419361061788054,-1.0580638938211946,0.8814105783988291,20,5,0.9982735463371941,5,4.6608013445518015,0.7005462831545111,5,4.955244199272134,0.8780977335422945,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,5,output_projection,4.107258680160881,-0.8927413198391188,0.9163081366483016,20,5,0.9982735463371941,5,4.6608013445518015,0.7005462831545111,5,4.955244199272134,0.8780977335422945,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,5,loss,5.861025744434788,0.8610257444347882,1.5774283407853185,20,5,0.9982735463371941,5,4.6608013445518015,0.7005462831545111,5,4.955244199272134,0.8780977335422945,0.99,0.99,0.0004991932678259092,3000,450.0,21,20,1,0.18
0,0,6,parameter_fro,3.7575914783498527,-2.2424085216501473,0.8582514768303299,20,6,0.9954461073843733,6,5.837683431734162,0.7580630508003225,6,5.932569797551373,0.8698750413394682,0.99,0.99,8.493901414352578e-05,3000,450.0,21,20,1,0.18
0,0,6,parameter_projection,4.762450340365457,-1.237549659634543,0.8698266788405477,20,6,0.9954461073843733,6,5.837683431734162,0.7580630508003225,6,5.932569797551373,0.8698750413394682,0.99,0.99,8.493901414352578e-05,3000,450.0,21,20,1,0.18
0,0,6,latent_fro,7.090791528407317,1.0907915284073173,0.9608496689464653,20,6,0.9954461073843733,6,5.837683431734162,0.7580630508003225,6,5.932569797551373,0.8698750413394682,0.99,0.99,8.493901414352578e-05,3000,450.0,21,20,1,0.18
0,0,6,latent_projection,3.8294827061628807,-2.1705172938371193,0.8652043481218832,20,6,0.9954461073843733,6,5.837683431734162,0.7580630508003225,6,5.932569797551373,0.8698750413394682,0.99,0.99,8.493901414352578e-05,3000,450.0,21,20,1,0.18
0,0,6,gradient_fro,8.161289066839194,2.1612890668391938,1.4316323616258961,20,6,0.9954461073843733,6,5.837683431734162,0.7580630508003225,6,5.932569797551373,0.8698750413394682,0.99,0.99,8.493901414352578e-05,3000,450.0,21,20,1,0.18
